Enzyme1	Enzyme2
MARK1	MARK4
MARK2	MARK4
MARK3	MARK4
MARKPS01	MARK4
MARKPS02	MARK4
MARKPS03	MARK4
MARKPS04	MARK4
MARKPS05	MARK4
MARKPS07	MARK4
MARKPS08	MARK4
MARKPS09	MARK4
MARKPS10	MARK4
MARKPS11	MARK4
MARKPS12	MARK4
MARKPS13	MARK4
MARKPS15	MARK4
MARKPS16	MARK4
MARKPS17	MARK4
MARKPS18	MARK4
MARKPS19	MARK4
MARKPS20	MARK4
MARKPS21	MARK4
MARKPS22	MARK4
MARKPS23	MARK4
MARKPS24	MARK4
MARKPS25	MARK4
MARKPS26	MARK4
MARKPS27	MARK4
MARKPS28	MARK4
MARKPS29	MARK4
MARKPS30	MARK4
MAST2	MARK4
MELK	MARK4
MST1	MARK4
MST4	MARK4
MYT1	MARK4
NIM1	MARK4
NLK	MARK4
NRBP2	MARK4
NRK	MARK4
NUAK1	MARK4
NUAK2	MARK4
OBSCN	MARK4
PAK2	MARK4
PASK	MARK4
PDK1	MARK4
PIK3CD	MARK4
PIK3CG	MARK4
PIM1	MARK4
PIM2	MARK4
PINK1	MARK4
PKN1	MARK4
PKN2	MARK4
PLK1	MARK4
PLK2	MARK4
PLK3	MARK4
PRKAB1	MARK4
QIK	MARK4
QSK	MARK4
RIOK3	MARK4
SGK2	MARK4
SGK223	MARK4
SGK3	MARK4
SIK	MARK4
SIK1	MARK4
SNRK	MARK4
SPEG	MARK4
SRC	MARK4
TAF1	MARK4
TESK1	MARK4
TGFBR2	MARK4
TGM2	MARK4
TLK1	MARK4
TRIO	MARK4
TTK	MARK4
ULK1	MARK4
WEE1	MARK4
WNK1	MARK4
ZAP70	MARK4
AMPKA1	MARKPS01
AMPKA2	MARKPS01
BRSK1	MARKPS01
BRSK2	MARKPS01
CHK1	MARKPS01
HUNK	MARKPS01
LKB1	MARKPS01
MARK1	MARKPS01
MARK2	MARKPS01
MARK3	MARKPS01
MARK4	MARKPS01
MARKPS02	MARKPS01
MARKPS03	MARKPS01
MARKPS04	MARKPS01
MARKPS05	MARKPS01
MARKPS07	MARKPS01
MARKPS08	MARKPS01
MARKPS09	MARKPS01
MARKPS10	MARKPS01
MARKPS11	MARKPS01
MARKPS12	MARKPS01
MARKPS13	MARKPS01
MARKPS15	MARKPS01
MARKPS16	MARKPS01
MARKPS17	MARKPS01
MARKPS18	MARKPS01
MARKPS19	MARKPS01
MARKPS20	MARKPS01
MARKPS21	MARKPS01
MARKPS22	MARKPS01
MARKPS23	MARKPS01
MARKPS24	MARKPS01
MARKPS25	MARKPS01
MARKPS26	MARKPS01
MARKPS27	MARKPS01
MARKPS28	MARKPS01
MARKPS29	MARKPS01
MARKPS30	MARKPS01
MELK	MARKPS01
NIM1	MARKPS01
NUAK1	MARKPS01
NUAK2	MARKPS01
PASK	MARKPS01
QIK	MARKPS01
QSK	MARKPS01
SIK	MARKPS01
SNRK	MARKPS01
AMPKA1	MARKPS02
AMPKA2	MARKPS02
BRSK1	MARKPS02
BRSK2	MARKPS02
CHK1	MARKPS02
HUNK	MARKPS02
LKB1	MARKPS02
MARK1	MARKPS02
MARK2	MARKPS02
MARK3	MARKPS02
MARK4	MARKPS02
MARKPS01	MARKPS02
MARKPS03	MARKPS02
MARKPS04	MARKPS02
MARKPS05	MARKPS02
MARKPS07	MARKPS02
MARKPS08	MARKPS02
MARKPS09	MARKPS02
MARKPS10	MARKPS02
MARKPS11	MARKPS02
MARKPS12	MARKPS02
MARKPS13	MARKPS02
MARKPS15	MARKPS02
MARKPS16	MARKPS02
MARKPS17	MARKPS02
MARKPS18	MARKPS02
MARKPS19	MARKPS02
MARKPS20	MARKPS02
MARKPS21	MARKPS02
MARKPS22	MARKPS02
MARKPS23	MARKPS02
MARKPS24	MARKPS02
MARKPS25	MARKPS02
MARKPS26	MARKPS02
MARKPS27	MARKPS02
MARKPS28	MARKPS02
MARKPS29	MARKPS02
MARKPS30	MARKPS02
MELK	MARKPS02
NIM1	MARKPS02
NUAK1	MARKPS02
NUAK2	MARKPS02
PASK	MARKPS02
QIK	MARKPS02
QSK	MARKPS02
SIK	MARKPS02
SNRK	MARKPS02
AMPKA1	MARKPS03
AMPKA2	MARKPS03
BRSK1	MARKPS03
BRSK2	MARKPS03
CHK1	MARKPS03
HUNK	MARKPS03
LKB1	MARKPS03
MARK1	MARKPS03
MARK2	MARKPS03
MARK3	MARKPS03
MARK4	MARKPS03
MARKPS01	MARKPS03
MARKPS02	MARKPS03
MARKPS04	MARKPS03
MARKPS05	MARKPS03
MARKPS07	MARKPS03
MARKPS08	MARKPS03
MARKPS09	MARKPS03
MARKPS10	MARKPS03
MARKPS11	MARKPS03
MARKPS12	MARKPS03
MARKPS13	MARKPS03
MARKPS15	MARKPS03
MARKPS16	MARKPS03
MARKPS17	MARKPS03
MARKPS18	MARKPS03
MARKPS19	MARKPS03
MARKPS20	MARKPS03
MARKPS21	MARKPS03
MARKPS22	MARKPS03
MARKPS23	MARKPS03
MARKPS24	MARKPS03
MARKPS25	MARKPS03
MARKPS26	MARKPS03
MARKPS27	MARKPS03
MARKPS28	MARKPS03
MARKPS29	MARKPS03
MARKPS30	MARKPS03
MELK	MARKPS03
NIM1	MARKPS03
NUAK1	MARKPS03
NUAK2	MARKPS03
PASK	MARKPS03
QIK	MARKPS03
QSK	MARKPS03
SIK	MARKPS03
SNRK	MARKPS03
AMPKA1	MARKPS04
AMPKA2	MARKPS04
BRSK1	MARKPS04
BRSK2	MARKPS04
CHK1	MARKPS04
HUNK	MARKPS04
LKB1	MARKPS04
MARK1	MARKPS04
MARK2	MARKPS04
MARK3	MARKPS04
MARK4	MARKPS04
MARKPS01	MARKPS04
MARKPS02	MARKPS04
MARKPS03	MARKPS04
MARKPS05	MARKPS04
MARKPS07	MARKPS04
MARKPS08	MARKPS04
MARKPS09	MARKPS04
MARKPS10	MARKPS04
MARKPS11	MARKPS04
MARKPS12	MARKPS04
MARKPS13	MARKPS04
MARKPS15	MARKPS04
MARKPS16	MARKPS04
MARKPS17	MARKPS04
MARKPS18	MARKPS04
MARKPS19	MARKPS04
MARKPS20	MARKPS04
MARKPS21	MARKPS04
MARKPS22	MARKPS04
MARKPS23	MARKPS04
MARKPS24	MARKPS04
MARKPS25	MARKPS04
MARKPS26	MARKPS04
MARKPS27	MARKPS04
MARKPS28	MARKPS04
MARKPS29	MARKPS04
MARKPS30	MARKPS04
MELK	MARKPS04
NIM1	MARKPS04
NUAK1	MARKPS04
NUAK2	MARKPS04
PASK	MARKPS04
QIK	MARKPS04
QSK	MARKPS04
SIK	MARKPS04
SNRK	MARKPS04
AMPKA1	MARKPS05
AMPKA2	MARKPS05
BRSK1	MARKPS05
BRSK2	MARKPS05
CHK1	MARKPS05
HUNK	MARKPS05
LKB1	MARKPS05
MARK1	MARKPS05
MARK2	MARKPS05
MARK3	MARKPS05
MARK4	MARKPS05
MARKPS01	MARKPS05
MARKPS02	MARKPS05
MARKPS03	MARKPS05
MARKPS04	MARKPS05
MARKPS07	MARKPS05
MARKPS08	MARKPS05
MARKPS09	MARKPS05
MARKPS10	MARKPS05
MARKPS11	MARKPS05
MARKPS12	MARKPS05
MARKPS13	MARKPS05
MARKPS15	MARKPS05
MARKPS16	MARKPS05
MARKPS17	MARKPS05
MARKPS18	MARKPS05
MARKPS19	MARKPS05
MARKPS20	MARKPS05
MARKPS21	MARKPS05
MARKPS22	MARKPS05
MARKPS23	MARKPS05
MARKPS24	MARKPS05
MARKPS25	MARKPS05
MARKPS26	MARKPS05
MARKPS27	MARKPS05
MARKPS28	MARKPS05
MARKPS29	MARKPS05
MARKPS30	MARKPS05
MELK	MARKPS05
NIM1	MARKPS05
NUAK1	MARKPS05
NUAK2	MARKPS05
PASK	MARKPS05
QIK	MARKPS05
QSK	MARKPS05
SIK	MARKPS05
SNRK	MARKPS05
AMPKA1	MARKPS07
AMPKA2	MARKPS07
BRSK1	MARKPS07
BRSK2	MARKPS07
CHK1	MARKPS07
HUNK	MARKPS07
LKB1	MARKPS07
MARK1	MARKPS07
MARK2	MARKPS07
MARK3	MARKPS07
MARK4	MARKPS07
MARKPS01	MARKPS07
MARKPS02	MARKPS07
MARKPS03	MARKPS07
MARKPS04	MARKPS07
MARKPS05	MARKPS07
MARKPS08	MARKPS07
MARKPS09	MARKPS07
MARKPS10	MARKPS07
MARKPS11	MARKPS07
MARKPS12	MARKPS07
MARKPS13	MARKPS07
MARKPS15	MARKPS07
MARKPS16	MARKPS07
MARKPS17	MARKPS07
MARKPS18	MARKPS07
MARKPS19	MARKPS07
MARKPS20	MARKPS07
MARKPS21	MARKPS07
MARKPS22	MARKPS07
MARKPS23	MARKPS07
MARKPS24	MARKPS07
MARKPS25	MARKPS07
MARKPS26	MARKPS07
MARKPS27	MARKPS07
MARKPS28	MARKPS07
MARKPS29	MARKPS07
MARKPS30	MARKPS07
MELK	MARKPS07
NIM1	MARKPS07
NUAK1	MARKPS07
NUAK2	MARKPS07
PASK	MARKPS07
QIK	MARKPS07
QSK	MARKPS07
SIK	MARKPS07
SNRK	MARKPS07
AMPKA1	MARKPS08
AMPKA2	MARKPS08
BRSK1	MARKPS08
BRSK2	MARKPS08
CHK1	MARKPS08
HUNK	MARKPS08
LKB1	MARKPS08
MARK1	MARKPS08
MARK2	MARKPS08
MARK3	MARKPS08
MARK4	MARKPS08
MARKPS01	MARKPS08
MARKPS02	MARKPS08
MARKPS03	MARKPS08
MARKPS04	MARKPS08
MARKPS05	MARKPS08
MARKPS07	MARKPS08
MARKPS09	MARKPS08
MARKPS10	MARKPS08
MARKPS11	MARKPS08
MARKPS12	MARKPS08
MARKPS13	MARKPS08
MARKPS15	MARKPS08
MARKPS16	MARKPS08
MARKPS17	MARKPS08
MARKPS18	MARKPS08
MARKPS19	MARKPS08
MARKPS20	MARKPS08
MARKPS21	MARKPS08
MARKPS22	MARKPS08
MARKPS23	MARKPS08
MARKPS24	MARKPS08
MARKPS25	MARKPS08
MARKPS26	MARKPS08
MARKPS27	MARKPS08
MARKPS28	MARKPS08
MARKPS29	MARKPS08
MARKPS30	MARKPS08
MELK	MARKPS08
NIM1	MARKPS08
NUAK1	MARKPS08
NUAK2	MARKPS08
PASK	MARKPS08
QIK	MARKPS08
QSK	MARKPS08
SIK	MARKPS08
SNRK	MARKPS08
AMPKA1	MARKPS09
AMPKA2	MARKPS09
BRSK1	MARKPS09
BRSK2	MARKPS09
CHK1	MARKPS09
HUNK	MARKPS09
LKB1	MARKPS09
MARK1	MARKPS09
MARK2	MARKPS09
MARK3	MARKPS09
MARK4	MARKPS09
MARKPS01	MARKPS09
MARKPS02	MARKPS09
MARKPS03	MARKPS09
MARKPS04	MARKPS09
MARKPS05	MARKPS09
MARKPS07	MARKPS09
MARKPS08	MARKPS09
MARKPS10	MARKPS09
MARKPS11	MARKPS09
MARKPS12	MARKPS09
MARKPS13	MARKPS09
MARKPS15	MARKPS09
MARKPS16	MARKPS09
MARKPS17	MARKPS09
MARKPS18	MARKPS09
MARKPS19	MARKPS09
MARKPS20	MARKPS09
MARKPS21	MARKPS09
MARKPS22	MARKPS09
MARKPS23	MARKPS09
MARKPS24	MARKPS09
MARKPS25	MARKPS09
MARKPS26	MARKPS09
MARKPS27	MARKPS09
MARKPS28	MARKPS09
MARKPS29	MARKPS09
MARKPS30	MARKPS09
MELK	MARKPS09
NIM1	MARKPS09
NUAK1	MARKPS09
NUAK2	MARKPS09
PASK	MARKPS09
QIK	MARKPS09
QSK	MARKPS09
SIK	MARKPS09
SNRK	MARKPS09
AMPKA1	MARKPS10
AMPKA2	MARKPS10
BRSK1	MARKPS10
BRSK2	MARKPS10
CHK1	MARKPS10
HUNK	MARKPS10
LKB1	MARKPS10
MARK1	MARKPS10
MARK2	MARKPS10
MARK3	MARKPS10
MARK4	MARKPS10
MARKPS01	MARKPS10
MARKPS02	MARKPS10
MARKPS03	MARKPS10
MARKPS04	MARKPS10
MARKPS05	MARKPS10
MARKPS07	MARKPS10
MARKPS08	MARKPS10
MARKPS09	MARKPS10
MARKPS11	MARKPS10
MARKPS12	MARKPS10
MARKPS13	MARKPS10
MARKPS15	MARKPS10
MARKPS16	MARKPS10
MARKPS17	MARKPS10
MARKPS18	MARKPS10
MARKPS19	MARKPS10
MARKPS20	MARKPS10
MARKPS21	MARKPS10
MARKPS22	MARKPS10
MARKPS23	MARKPS10
MARKPS24	MARKPS10
MARKPS25	MARKPS10
MARKPS26	MARKPS10
MARKPS27	MARKPS10
MARKPS28	MARKPS10
MARKPS29	MARKPS10
MARKPS30	MARKPS10
MELK	MARKPS10
NIM1	MARKPS10
NUAK1	MARKPS10
NUAK2	MARKPS10
PASK	MARKPS10
QIK	MARKPS10
QSK	MARKPS10
SIK	MARKPS10
SNRK	MARKPS10
AMPKA1	MARKPS11
AMPKA2	MARKPS11
BRSK1	MARKPS11
BRSK2	MARKPS11
CHK1	MARKPS11
HUNK	MARKPS11
LKB1	MARKPS11
MARK1	MARKPS11
MARK2	MARKPS11
MARK3	MARKPS11
MARK4	MARKPS11
MARKPS01	MARKPS11
MARKPS02	MARKPS11
MARKPS03	MARKPS11
MARKPS04	MARKPS11
MARKPS05	MARKPS11
MARKPS07	MARKPS11
MARKPS08	MARKPS11
MARKPS09	MARKPS11
MARKPS10	MARKPS11
MARKPS12	MARKPS11
MARKPS13	MARKPS11
MARKPS15	MARKPS11
MARKPS16	MARKPS11
MARKPS17	MARKPS11
MARKPS18	MARKPS11
MARKPS19	MARKPS11
MARKPS20	MARKPS11
MARKPS21	MARKPS11
MARKPS22	MARKPS11
MARKPS23	MARKPS11
MARKPS24	MARKPS11
MARKPS25	MARKPS11
MARKPS26	MARKPS11
MARKPS27	MARKPS11
MARKPS28	MARKPS11
MARKPS29	MARKPS11
MARKPS30	MARKPS11
MELK	MARKPS11
NIM1	MARKPS11
NUAK1	MARKPS11
NUAK2	MARKPS11
PASK	MARKPS11
QIK	MARKPS11
QSK	MARKPS11
SIK	MARKPS11
SNRK	MARKPS11
AMPKA1	MARKPS12
AMPKA2	MARKPS12
BRSK1	MARKPS12
BRSK2	MARKPS12
CHK1	MARKPS12
HUNK	MARKPS12
LKB1	MARKPS12
MARK1	MARKPS12
MARK2	MARKPS12
MARK3	MARKPS12
MARK4	MARKPS12
MARKPS01	MARKPS12
MARKPS02	MARKPS12
MARKPS03	MARKPS12
MARKPS04	MARKPS12
MARKPS05	MARKPS12
MARKPS07	MARKPS12
MARKPS08	MARKPS12
MARKPS09	MARKPS12
MARKPS10	MARKPS12
MARKPS11	MARKPS12
MARKPS13	MARKPS12
MARKPS15	MARKPS12
MARKPS16	MARKPS12
MARKPS17	MARKPS12
MARKPS18	MARKPS12
MARKPS19	MARKPS12
MARKPS20	MARKPS12
MARKPS21	MARKPS12
MARKPS22	MARKPS12
MARKPS23	MARKPS12
MARKPS24	MARKPS12
MARKPS25	MARKPS12
MARKPS26	MARKPS12
MARKPS27	MARKPS12
MARKPS28	MARKPS12
MARKPS29	MARKPS12
MARKPS30	MARKPS12
MELK	MARKPS12
NIM1	MARKPS12
NUAK1	MARKPS12
NUAK2	MARKPS12
PASK	MARKPS12
QIK	MARKPS12
QSK	MARKPS12
SIK	MARKPS12
SNRK	MARKPS12
AMPKA1	MARKPS13
AMPKA2	MARKPS13
BRSK1	MARKPS13
BRSK2	MARKPS13
CHK1	MARKPS13
HUNK	MARKPS13
LKB1	MARKPS13
MARK1	MARKPS13
MARK2	MARKPS13
MARK3	MARKPS13
MARK4	MARKPS13
MARKPS01	MARKPS13
MARKPS02	MARKPS13
MARKPS03	MARKPS13
MARKPS04	MARKPS13
MARKPS05	MARKPS13
MARKPS07	MARKPS13
MARKPS08	MARKPS13
MARKPS09	MARKPS13
MARKPS10	MARKPS13
MARKPS11	MARKPS13
MARKPS12	MARKPS13
MARKPS15	MARKPS13
MARKPS16	MARKPS13
MARKPS17	MARKPS13
MARKPS18	MARKPS13
MARKPS19	MARKPS13
MARKPS20	MARKPS13
MARKPS21	MARKPS13
MARKPS22	MARKPS13
MARKPS23	MARKPS13
MARKPS24	MARKPS13
MARKPS25	MARKPS13
MARKPS26	MARKPS13
MARKPS27	MARKPS13
MARKPS28	MARKPS13
MARKPS29	MARKPS13
MARKPS30	MARKPS13
MELK	MARKPS13
NIM1	MARKPS13
NUAK1	MARKPS13
NUAK2	MARKPS13
PASK	MARKPS13
QIK	MARKPS13
QSK	MARKPS13
SIK	MARKPS13
SNRK	MARKPS13
AMPKA1	MARKPS15
AMPKA2	MARKPS15
BRSK1	MARKPS15
BRSK2	MARKPS15
CHK1	MARKPS15
HUNK	MARKPS15
LKB1	MARKPS15
MARK1	MARKPS15
MARK2	MARKPS15
MARK3	MARKPS15
MARK4	MARKPS15
MARKPS01	MARKPS15
MARKPS02	MARKPS15
MARKPS03	MARKPS15
MARKPS04	MARKPS15
MARKPS05	MARKPS15
MARKPS07	MARKPS15
MARKPS08	MARKPS15
MARKPS09	MARKPS15
MARKPS10	MARKPS15
MARKPS11	MARKPS15
MARKPS12	MARKPS15
MARKPS13	MARKPS15
MARKPS16	MARKPS15
MARKPS17	MARKPS15
MARKPS18	MARKPS15
MARKPS19	MARKPS15
MARKPS20	MARKPS15
MARKPS21	MARKPS15
MARKPS22	MARKPS15
MARKPS23	MARKPS15
MARKPS24	MARKPS15
MARKPS25	MARKPS15
MARKPS26	MARKPS15
MARKPS27	MARKPS15
MARKPS28	MARKPS15
MARKPS29	MARKPS15
MARKPS30	MARKPS15
MELK	MARKPS15
NIM1	MARKPS15
NUAK1	MARKPS15
NUAK2	MARKPS15
PASK	MARKPS15
QIK	MARKPS15
QSK	MARKPS15
SIK	MARKPS15
SNRK	MARKPS15
AMPKA1	MARKPS16
AMPKA2	MARKPS16
BRSK1	MARKPS16
BRSK2	MARKPS16
CHK1	MARKPS16
HUNK	MARKPS16
LKB1	MARKPS16
MARK1	MARKPS16
MARK2	MARKPS16
MARK3	MARKPS16
MARK4	MARKPS16
MARKPS01	MARKPS16
MARKPS02	MARKPS16
MARKPS03	MARKPS16
MARKPS04	MARKPS16
MARKPS05	MARKPS16
MARKPS07	MARKPS16
MARKPS08	MARKPS16
MARKPS09	MARKPS16
MARKPS10	MARKPS16
MARKPS11	MARKPS16
MARKPS12	MARKPS16
MARKPS13	MARKPS16
MARKPS15	MARKPS16
MARKPS17	MARKPS16
MARKPS18	MARKPS16
MARKPS19	MARKPS16
MARKPS20	MARKPS16
MARKPS21	MARKPS16
MARKPS22	MARKPS16
MARKPS23	MARKPS16
MARKPS24	MARKPS16
MARKPS25	MARKPS16
MARKPS26	MARKPS16
MARKPS27	MARKPS16
MARKPS28	MARKPS16
MARKPS29	MARKPS16
MARKPS30	MARKPS16
MELK	MARKPS16
NIM1	MARKPS16
NUAK1	MARKPS16
NUAK2	MARKPS16
PASK	MARKPS16
QIK	MARKPS16
QSK	MARKPS16
SIK	MARKPS16
SNRK	MARKPS16
AMPKA1	MARKPS17
AMPKA2	MARKPS17
BRSK1	MARKPS17
BRSK2	MARKPS17
CHK1	MARKPS17
HUNK	MARKPS17
LKB1	MARKPS17
MARK1	MARKPS17
MARK2	MARKPS17
MARK3	MARKPS17
MARK4	MARKPS17
MARKPS01	MARKPS17
MARKPS02	MARKPS17
MARKPS03	MARKPS17
MARKPS04	MARKPS17
MARKPS05	MARKPS17
MARKPS07	MARKPS17
MARKPS08	MARKPS17
MARKPS09	MARKPS17
MARKPS10	MARKPS17
MARKPS11	MARKPS17
MARKPS12	MARKPS17
MARKPS13	MARKPS17
MARKPS15	MARKPS17
MARKPS16	MARKPS17
MARKPS18	MARKPS17
MARKPS19	MARKPS17
MARKPS20	MARKPS17
MARKPS21	MARKPS17
MARKPS22	MARKPS17
MARKPS23	MARKPS17
MARKPS24	MARKPS17
MARKPS25	MARKPS17
MARKPS26	MARKPS17
MARKPS27	MARKPS17
MARKPS28	MARKPS17
MARKPS29	MARKPS17
MARKPS30	MARKPS17
MELK	MARKPS17
NIM1	MARKPS17
NUAK1	MARKPS17
NUAK2	MARKPS17
PASK	MARKPS17
QIK	MARKPS17
QSK	MARKPS17
SIK	MARKPS17
SNRK	MARKPS17
AMPKA1	MARKPS18
AMPKA2	MARKPS18
BRSK1	MARKPS18
BRSK2	MARKPS18
CHK1	MARKPS18
HUNK	MARKPS18
LKB1	MARKPS18
MARK1	MARKPS18
MARK2	MARKPS18
MARK3	MARKPS18
MARK4	MARKPS18
MARKPS01	MARKPS18
MARKPS02	MARKPS18
MARKPS03	MARKPS18
MARKPS04	MARKPS18
MARKPS05	MARKPS18
MARKPS07	MARKPS18
MARKPS08	MARKPS18
MARKPS09	MARKPS18
MARKPS10	MARKPS18
MARKPS11	MARKPS18
MARKPS12	MARKPS18
MARKPS13	MARKPS18
MARKPS15	MARKPS18
MARKPS16	MARKPS18
MARKPS17	MARKPS18
MARKPS19	MARKPS18
MARKPS20	MARKPS18
MARKPS21	MARKPS18
MARKPS22	MARKPS18
MARKPS23	MARKPS18
MARKPS24	MARKPS18
MARKPS25	MARKPS18
MARKPS26	MARKPS18
MARKPS27	MARKPS18
MARKPS28	MARKPS18
MARKPS29	MARKPS18
MARKPS30	MARKPS18
MELK	MARKPS18
NIM1	MARKPS18
NUAK1	MARKPS18
NUAK2	MARKPS18
PASK	MARKPS18
QIK	MARKPS18
QSK	MARKPS18
SIK	MARKPS18
SNRK	MARKPS18
AMPKA1	MARKPS19
AMPKA2	MARKPS19
BRSK1	MARKPS19
BRSK2	MARKPS19
CHK1	MARKPS19
HUNK	MARKPS19
LKB1	MARKPS19
MARK1	MARKPS19
MARK2	MARKPS19
MARK3	MARKPS19
MARK4	MARKPS19
MARKPS01	MARKPS19
MARKPS02	MARKPS19
MARKPS03	MARKPS19
MARKPS04	MARKPS19
MARKPS05	MARKPS19
MARKPS07	MARKPS19
MARKPS08	MARKPS19
MARKPS09	MARKPS19
MARKPS10	MARKPS19
MARKPS11	MARKPS19
MARKPS12	MARKPS19
MARKPS13	MARKPS19
MARKPS15	MARKPS19
MARKPS16	MARKPS19
MARKPS17	MARKPS19
MARKPS18	MARKPS19
MARKPS20	MARKPS19
MARKPS21	MARKPS19
MARKPS22	MARKPS19
MARKPS23	MARKPS19
MARKPS24	MARKPS19
MARKPS25	MARKPS19
MARKPS26	MARKPS19
MARKPS27	MARKPS19
MARKPS28	MARKPS19
MARKPS29	MARKPS19
MARKPS30	MARKPS19
MELK	MARKPS19
NIM1	MARKPS19
NUAK1	MARKPS19
NUAK2	MARKPS19
PASK	MARKPS19
QIK	MARKPS19
QSK	MARKPS19
SIK	MARKPS19
SNRK	MARKPS19
AMPKA1	MARKPS20
AMPKA2	MARKPS20
BRSK1	MARKPS20
BRSK2	MARKPS20
CHK1	MARKPS20
HUNK	MARKPS20
LKB1	MARKPS20
MARK1	MARKPS20
MARK2	MARKPS20
MARK3	MARKPS20
MARK4	MARKPS20
MARKPS01	MARKPS20
MARKPS02	MARKPS20
MARKPS03	MARKPS20
MARKPS04	MARKPS20
MARKPS05	MARKPS20
MARKPS07	MARKPS20
MARKPS08	MARKPS20
MARKPS09	MARKPS20
MARKPS10	MARKPS20
MARKPS11	MARKPS20
MARKPS12	MARKPS20
MARKPS13	MARKPS20
MARKPS15	MARKPS20
MARKPS16	MARKPS20
MARKPS17	MARKPS20
MARKPS18	MARKPS20
MARKPS19	MARKPS20
MARKPS21	MARKPS20
MARKPS22	MARKPS20
MARKPS23	MARKPS20
MARKPS24	MARKPS20
MARKPS25	MARKPS20
MARKPS26	MARKPS20
MARKPS27	MARKPS20
MARKPS28	MARKPS20
MARKPS29	MARKPS20
MARKPS30	MARKPS20
MELK	MARKPS20
NIM1	MARKPS20
NUAK1	MARKPS20
NUAK2	MARKPS20
PASK	MARKPS20
QIK	MARKPS20
QSK	MARKPS20
SIK	MARKPS20
SNRK	MARKPS20
AMPKA1	MARKPS21
AMPKA2	MARKPS21
BRSK1	MARKPS21
BRSK2	MARKPS21
CHK1	MARKPS21
HUNK	MARKPS21
LKB1	MARKPS21
MARK1	MARKPS21
MARK2	MARKPS21
MARK3	MARKPS21
MARK4	MARKPS21
MARKPS01	MARKPS21
MARKPS02	MARKPS21
MARKPS03	MARKPS21
MARKPS04	MARKPS21
MARKPS05	MARKPS21
MARKPS07	MARKPS21
MARKPS08	MARKPS21
MARKPS09	MARKPS21
MARKPS10	MARKPS21
MARKPS11	MARKPS21
MARKPS12	MARKPS21
MARKPS13	MARKPS21
MARKPS15	MARKPS21
MARKPS16	MARKPS21
MARKPS17	MARKPS21
MARKPS18	MARKPS21
MARKPS19	MARKPS21
MARKPS20	MARKPS21
MARKPS22	MARKPS21
MARKPS23	MARKPS21
MARKPS24	MARKPS21
MARKPS25	MARKPS21
MARKPS26	MARKPS21
MARKPS27	MARKPS21
MARKPS28	MARKPS21
MARKPS29	MARKPS21
MARKPS30	MARKPS21
MELK	MARKPS21
NIM1	MARKPS21
NUAK1	MARKPS21
NUAK2	MARKPS21
PASK	MARKPS21
QIK	MARKPS21
QSK	MARKPS21
SIK	MARKPS21
SNRK	MARKPS21
AMPKA1	MARKPS22
AMPKA2	MARKPS22
BRSK1	MARKPS22
BRSK2	MARKPS22
CHK1	MARKPS22
HUNK	MARKPS22
LKB1	MARKPS22
MARK1	MARKPS22
MARK2	MARKPS22
MARK3	MARKPS22
MARK4	MARKPS22
MARKPS01	MARKPS22
MARKPS02	MARKPS22
MARKPS03	MARKPS22
MARKPS04	MARKPS22
MARKPS05	MARKPS22
MARKPS07	MARKPS22
MARKPS08	MARKPS22
MARKPS09	MARKPS22
MARKPS10	MARKPS22
MARKPS11	MARKPS22
MARKPS12	MARKPS22
MARKPS13	MARKPS22
MARKPS15	MARKPS22
MARKPS16	MARKPS22
MARKPS17	MARKPS22
MARKPS18	MARKPS22
MARKPS19	MARKPS22
MARKPS20	MARKPS22
MARKPS21	MARKPS22
MARKPS23	MARKPS22
MARKPS24	MARKPS22
MARKPS25	MARKPS22
MARKPS26	MARKPS22
MARKPS27	MARKPS22
MARKPS28	MARKPS22
MARKPS29	MARKPS22
MARKPS30	MARKPS22
MELK	MARKPS22
NIM1	MARKPS22
NUAK1	MARKPS22
NUAK2	MARKPS22
PASK	MARKPS22
QIK	MARKPS22
QSK	MARKPS22
SIK	MARKPS22
SNRK	MARKPS22
AMPKA1	MARKPS23
AMPKA2	MARKPS23
BRSK1	MARKPS23
BRSK2	MARKPS23
CHK1	MARKPS23
HUNK	MARKPS23
LKB1	MARKPS23
MARK1	MARKPS23
MARK2	MARKPS23
MARK3	MARKPS23
MARK4	MARKPS23
MARKPS01	MARKPS23
MARKPS02	MARKPS23
MARKPS03	MARKPS23
MARKPS04	MARKPS23
MARKPS05	MARKPS23
MARKPS07	MARKPS23
MARKPS08	MARKPS23
MARKPS09	MARKPS23
MARKPS10	MARKPS23
MARKPS11	MARKPS23
MARKPS12	MARKPS23
MARKPS13	MARKPS23
MARKPS15	MARKPS23
MARKPS16	MARKPS23
MARKPS17	MARKPS23
MARKPS18	MARKPS23
MARKPS19	MARKPS23
MARKPS20	MARKPS23
MARKPS21	MARKPS23
MARKPS22	MARKPS23
MARKPS24	MARKPS23
MARKPS25	MARKPS23
MARKPS26	MARKPS23
MARKPS27	MARKPS23
MARKPS28	MARKPS23
MARKPS29	MARKPS23
MARKPS30	MARKPS23
MELK	MARKPS23
NIM1	MARKPS23
NUAK1	MARKPS23
NUAK2	MARKPS23
PASK	MARKPS23
QIK	MARKPS23
QSK	MARKPS23
SIK	MARKPS23
SNRK	MARKPS23
AMPKA1	MARKPS24
AMPKA2	MARKPS24
BRSK1	MARKPS24
BRSK2	MARKPS24
CHK1	MARKPS24
HUNK	MARKPS24
LKB1	MARKPS24
